,Family,Protein_Name,Protein_ID,Localization,Topology,TM_Segment_Helix,Hydrophobic_Thickness_or_Depth,Tilt_Angle,deltaGfold,kcal_mol
2050,"Glycosyl hydrolase, family 99","Glycoprotein endo-alpha-1,2-mannosidase-...",MANEL_HUMAN,Golgi memb.,In,10- 29 ( 8- 31),30.2,13,-17.2,-27.4
2051,"Glycosyl hydrolase, family 38",Alpha-mannosidase 2,MA2A1_HUMAN,Golgi memb.,In,9- 28 ( 5- 31),30.1,16,-7.8,-21.2
2052,"Glycosyl hydrolase, family 38",Alpha-mannosidase 2x,MA2A2_HUMAN,Golgi memb.,In,10- 28 ( 9- 31),29.1,10,-7.6,-17.9
2053,"Glycosyl hydrolase, family 38",Lysosomal alpha-mannosidase,MA2B1_HUMAN,Plasma memb.,In,32- 49 ( 31- 50),30.5,8,-11.8,-15.1
2058,"Glycosyl hydrolase, family 47","Mannosyl-oligosaccharide 1,2-alpha-manno...",MA1C1_HUMAN,Golgi memb.,In,21- 41 ( 19- 42),31.1,20,-11.6,-24.9
2059,"Glycosyl hydrolase, family 63",Mannosyl-oligosaccharide glucosidase,MOGS_HUMAN,ER memb.,In,40- 58 ( 37- 60),30.2,23,-6.9,-16.0
2060,Glycosyl hydrolase 22 family,Sperm acrosome membrane-associated prote...,SACA1_HUMAN,Lysosome memb.,Out,218- 241 ( 215- 243),32.2,31,-23.0,-32.9
2061,Glycosyl hydrolase 22 family,Sperm acrosome membrane-associated prote...,SACA3_HUMAN,Lysosome memb.,In,67- 79 ( 66- 82),26.3,3,-9.5,-16.2
2063,Apyrase,Soluble calcium-activated nucleotidase 1,CANT1_HUMAN,ER memb.,In,43- 61 ( 41- 62),30.0,14,-13.5,-23.5
2064,Strictosidine synthase,Adipocyte plasma membrane-associated pro...,APMAP_HUMAN,Plasma memb.,In,39- 60 ( 36- 61),33.2,9,-13.2,-27.6
2065,Fatty-acid amide hydrolase 1,Fatty-acid amide hydrolase 1,FAAH1_HUMAN,Plasma memb.,Out,13- 32 ( 12- 37),32.4,2,-5.2,-17.1
2066,Fatty-acid amide hydrolase 1,Fatty-acid amide hydrolase 2,FAAH2_HUMAN,Plasma memb.,Out,11- 33 ( 8- 34),33.2,20,-3.6,-14.6
2067,Complement receptor,Complement decay-accelerating factor,DAF_HUMAN,Plasma memb.,Out,359- 379 ( 356- 380),33.2,6,-5.5,-18.3
2068,Complement receptor,Complement receptor type 1,CR1_HUMAN,Plasma memb.,Out,1974-1995 (1971-2001),33.2,16,-20.2,-27.8
2070,Membrane cofactor protein,Membrane cofactor protein,MCP_HUMAN,Plasma memb.,Out,343- 365 ( 338- 374),34.2,16,-14.8,-27.7
2071,Sushi domain-containing protein 4,Sushi domain-containing protein 4,SUSD4_HUMAN,Plasma memb.,Out,317- 341 ( 313- 342),34.3,26,-23.1,-30.8
2072,MANSC domain-containing proteins,Dyslexia-associated protein KIAA0319-lik...,K319L_HUMAN,Plasma memb.,Out,928-950(925-959),34.4,15,-18.3,-27.9
2073,MANSC domain-containing proteins,MANSC domain-containing protein 1,MANS1_HUMAN,Plasma memb.,Out,382- 407 ( 380- 415),34.5,20,-22.3,-31.4
2074,MANSC domain-containing proteins,MANSC domain-containing protein 4,MANS4_HUMAN,Plasma memb.,Out,282- 304 ( 275- 307),34.3,20,-10.7,-21.1
2075,Proteinase BPTI/Kunitz inhibitor domain-...,Kunitz-type protease inhibitor 1,SPIT1_HUMAN,Plasma memb.,Out,465- 486 ( 463- 492),33.2,14,-19.8,-29.1
2076,Proteinase BPTI/Kunitz inhibitor domain-...,Kunitz-type protease inhibitor 2,SPIT2_HUMAN,Plasma memb.,Out,198- 223 ( 194- 229),34.4,29,-22.4,-34.0
2077,Proteinase inhibitor latexin,Retinoic acid receptor responder protein...,TIG1_HUMAN,Vesicle memb.,In,22- 37 ( 21- 38),29.2,4,-7.3,-17.7
2078,"Apoptosis regulator, Bcl2-like",Apoptosis regulator BAX,BAX_HUMAN,Mito. outer memb.,In,171- 190 ( 168- 191),29.6,1,-15.5,-23.1
2079,"Apoptosis regulator, Bcl2-like",Apoptosis regulator Bcl-2,BCL2_HUMAN,Mito. outer memb.,In,213- 235 ( 211- 237),27.6,29,-17.2,-22.7
2080,"Apoptosis regulator, Bcl2-like",Bcl-2 homologous antagonist/killer,BAK_HUMAN,Mito. outer memb.,In,188- 207 ( 187- 208),27.8,34,-15.5,-23.8
2081,"Apoptosis regulator, Bcl2-like",Bcl-2-like protein 1,B2CL1_HUMAN,Mito. outer memb.,In,211- 229 ( 207- 232),28.5,16,-15.3,-25.0
2086,"Apoptosis regulator, Bcl2-like",Induced myeloid leukemia cell differenti...,MCL1_HUMAN,Mito. outer memb.,In,328- 347 ( 323- 349),28.5,20,-10.3,-18.9
2088,Bcl-2-interacting killer,Bcl-2-interacting killer,BIK_HUMAN,Plasma memb.,In,136- 158 ( 132- 159),33.5,15,-19.8,-28.7
2090,Proline-rich membrane anchor protein,Proline-rich membrane anchor 1,PRIMA_HUMAN,Plasma memb.,Out,90- 114 ( 86- 120),34.4,21,-18.5,-26.8
2091,Tissue factor/coagulation factor III,Tissue factor,TF_HUMAN,Plasma memb.,Out,250- 274 ( 247- 279),34.4,21,-23.0,-32.0
2093,Cysteine-rich secretory protein family,GLIPR1-like protein 2,GRPL2_HUMAN,Plasma memb.,Out,253- 276 ( 249- 277),33.4,27,-16.8,-24.4
2094,Cysteine-rich secretory protein family,Peptidase inhibitor 16,PI16_HUMAN,Plasma memb.,Out,441- 461 ( 440- 462),32.5,12,-4.5,-19.3
2097,Carbonic anhydrase,Carbonic anhydrase 4,CAH4_HUMAN,Plasma memb.,Out,295- 310 ( 294- 311),33.5,1,-8.4,-17.1
2098,Carbonic anhydrase,Carbonic anhydrase 9,CAH9_HUMAN,Plasma memb.,Out,415- 435 ( 414- 440),33.3,14,-14.8,-25.1
2099,UDP-glucuronic acid decarboxylase,UDP-glucuronic acid decarboxylase 1,UXS1_HUMAN,Golgi memb.,In,18- 34 ( 12- 42),29.0,21,-8.1,-17.0
2100,tRNA wybutosine-synthase,S-adenosyl-L-methionine-dependent tRNA 4...,TYW1_HUMAN,Membrane,Out,26- 43 ( 25- 46),28.9,11,-3.8,-13.1
2101,tRNA wybutosine-synthase,S-adenosyl-L-methionine-dependent tRNA 4...,TYW1B_HUMAN,Membrane,Out,19- 43 ( 18- 45),29.6,26,-4.6,-15.7
2103,Phosphatidylserine decarboxylase,Phosphatidylserine decarboxylase proenzy...,PISD_HUMAN,Mito. inner memb.,In,61-79(57-89),27.3,32,-9.5,-22.9
2104,D-glucuronyl C5-epimerase,D-glucuronyl C5-epimerase,GLCE_HUMAN,Golgi memb.,In,10- 28 ( 8- 31),30.2,5,-14.2,-23.4
2107,Thioredoxin-related protein,Protein disulfide-isomerase TMX3,TMX3_HUMAN,ER memb.,Out,376- 395 ( 375- 399),30.2,16,-7.2,-21.6
2108,Thioredoxin-related protein,Thioredoxin-related transmembrane protei...,TMX1_HUMAN,ER memb.,Out,182- 201 ( 178- 205),31.0,17,-11.8,-24.1
2109,Thioredoxin-related protein,Thioredoxin-related transmembrane protei...,TMX2_HUMAN,ER memb.,In,109- 127 ( 108- 128),30.0,1,-11.5,-18.5
2112,Glutaredoxin,Ganglioside-induced differentiation-asso...,GDAP1_HUMAN,Mito. outer memb.,Und,317- 340 ( 315- 344),29.6,39,-18.1,-28.4
2117,Chloride intracellular channel protein,Chloride intracellular channel protein 5,CLIC5_HUMAN,Plasma memb.,In,194- 212 ( 192- 218),30.2,1,-4.6,-14.3
2118,Chloride intracellular channel protein,Chloride intracellular channel protein 6,CLIC6_HUMAN,Plasma memb.,In,490- 508 ( 488- 513),29.2,6,-4.9,-14.4
2119,"Peptidyl-prolyl cis-trans isomerase, FKB...",Peptidyl-prolyl cis-trans isomerase FKBP...,FKB11_HUMAN,ER memb.,Out,158- 175 ( 157- 180),29.1,5,-10.0,-21.4
2120,Peptidyl-prolyl isomerase with TPR domai...,Peptidyl-prolyl cis-trans isomerase FKBP...,FKBP8_HUMAN,Mito. outer memb.,In,388- 409 ( 387- 411),29.5,24,-14.2,-22.6
2121,E3 ubiquitin ligase RBR family,E3 ubiquitin-protein ligase RNF144A,R144A_HUMAN,Plasma memb.,In,250- 277 ( 249- 282),34.5,35,-9.2,-30.7
2122,E3 ubiquitin ligase RBR family,E3 ubiquitin-protein ligase RNF144B,R144B_HUMAN,Mito. outer memb.,In,254- 278 ( 251- 279),28.6,35,-14.8,-26.1
2124,Ring finger protein family 1,E3 ubiquitin-protein ligase RNF128,RN128_HUMAN,ER memb.,Out,209- 231 ( 206- 237),31.2,30,-12.4,-27.6
2125,Ring finger protein family 1,E3 ubiquitin-protein ligase RNF13,RNF13_HUMAN,ER memb.,Out,186- 206 ( 185- 214),32.1,32,-22.3,-30.8
2127,Ring finger protein family 1,E3 ubiquitin-protein ligase RNF133,RN133_HUMAN,ER memb.,Out,188- 209 ( 185- 211),31.0,14,-12.6,-24.9
2129,Ring finger protein family 1,E3 ubiquitin-protein ligase RNF167,RN167_HUMAN,Lysosome memb.,Out,176- 196 ( 175- 202),31.1,21,-13.5,-23.5
2131,Ring finger protein family 1,RING finger protein 148,RN148_HUMAN,Membrane,Out,187- 206 ( 184- 208),28.4,7,-12.0,-22.1
2132,Ring finger protein family 1,RING finger protein 150,RN150_HUMAN,Membrane,Out,210- 231 ( 207- 234),30.9,25,-20.6,-29.0
2134,Ring finger protein family 2,E3 ubiquitin-protein ligase ZNRF3,ZNRF3_HUMAN,Plasma memb.,Out,218- 239 ( 215- 245),34.5,5,-19.9,-30.0
2135,Ring finger protein family 3,RING finger protein 122,RN122_HUMAN,ER memb.,Und,40- 59 ( 37- 64),30.0,14,-13.4,-26.0
2137,Ring finger protein family 4,E3 ubiquitin-protein ligase RNF152,RN152_HUMAN,Vacuole memb.,Und,167- 189 ( 165- 190),31.1,11,-16.3,-26.1
2138,Ring finger protein family 4,E3 ubiquitin-protein ligase RNF183,RN183_HUMAN,Plasma memb.,Und,161- 186 ( 158- 187),33.5,26,-19.0,-30.1
2139,Ring finger protein family 4,RING finger protein 222,RN222_HUMAN,Membrane,Und,194- 213 ( 190- 219),30.8,21,-17.2,-27.6
2140,Ring finger protein family 4,RING finger protein 223,RN223_HUMAN,Membrane,Und,194- 211 ( 192- 212),30.0,10,-13.3,-20.3
2141,Ring finger protein family 4,RING finger protein 225,RN225_HUMAN,Plasma memb.,Und,197- 221 ( 194- 222),34.3,25,-13.1,-25.8
2142,Ring finger protein 180,E3 ubiquitin-protein ligase RNF180,RN180_HUMAN,ER memb.,In,577- 589 ( 576- 591),26.9,8,-8.8,-22.0
2143,RING/FYVE/PHD zinc finger proteins,Cell growth regulator with RING finger d...,CGRF1_HUMAN,Nucleus memb.,Und,16- 35 ( 14- 36),30.2,22,-10.7,-23.9
2145,RING/FYVE/PHD zinc finger proteins,RING finger protein 215,RN215_HUMAN,Endosome memb.,Out,252-273(251-278),29.9,18,-14.9,-21.8
2146,Ubiquitin-conjugating enzyme,Ubiquitin-conjugating enzyme E2 J1,UB2J1_HUMAN,ER memb.,In,286- 305 ( 284- 311),29.6,4,-16.4,-24.1
2147,Ubiquitin-conjugating enzyme,Ubiquitin-conjugating enzyme E2 J2,UB2J2_HUMAN,ER memb.,In,230- 251 ( 229- 257),29.7,29,-11.8,-24.3
2148,TRIM/RBCC family,E3 ubiquitin-protein ligase TRIM13,TRI13_HUMAN,ER memb.,In,313- 336 ( 312- 337),31.1,28,-18.7,-30.3
2151,AMP-dependent synthetase/ligase,Fatty acid CoA ligase Acsl3,ACSL3_HUMAN,ER memb.,Out,20- 38 ( 19- 39),29.9,13,-11.0,-20.0
2152,AMP-dependent synthetase/ligase,Long-chain-fatty-acid--CoA ligase 1,ACSL1_HUMAN,Mito. outer memb.,Out,26- 45 ( 25- 46),29.5,25,-14.7,-23.8
2154,AMP-dependent synthetase/ligase,Long-chain-fatty-acid--CoA ligase 5,ACSL5_HUMAN,Mito. outer memb.,Out,15- 33 ( 14- 35),29.2,9,-18.0,-24.4
2155,AMP-dependent synthetase/ligase,Long-chain-fatty-acid--CoA ligase 6,ACSL6_HUMAN,ER memb.,Out,22- 44 ( 20- 46),31.1,18,-14.0,-23.4
2156,AMP-dependent synthetase/ligase,Solute carrier family 27 member 3,S27A3_HUMAN,Mito. outer memb.,Out,2-19(1-21),28.2,17,-24.1,-31.5
2157,Fatty acid transport protein 6,Long-chain fatty acid transport protein...,S27A6_HUMAN,Plasma memb.,Und,27-47 (26-50),31.2,32,-4.0,-35.3
2158,Ankyrin repeat and SOCS box protein,Ankyrin repeat and SOCS box protein 11,ASB11_HUMAN,Membrane,Und,11- 33 ( 9- 35),29.0,26,-14.5,-27.7
2160,Small integral membrane protein 2,Small integral membrane protein 2,SMIM2_HUMAN,Membrane,Und,23-45 (22-49),34.0,0,-7.0,-31.1
2161,Small integral membrane protein 3,Small integral membrane protein 3,SMIM3_HUMAN,Plasma memb.,Und,18- 49 ( 17- 51),35.5,35,-19.7,-30.7
2162,Small integral membrane protein 4,Small integral membrane protein 4,SMIM4_HUMAN,Membrane,Und,27- 41 ( 26- 46),28.8,12,-9.7,-20.5
2163,Small membrane proteins 5/18/22,Small integral membrane protein 18,SIM18_HUMAN,Membrane,Und,36- 55 ( 33- 59),30.4,21,-22.1,-31.9
2164,Small membrane proteins 5/18/22,Small integral membrane protein 22,SIM22_HUMAN,Plasma memb.,Und,32- 54 ( 29- 55),34.2,21,-20.8,-31.6
2167,Small integral membrane protein 7,Small integral membrane protein 7,SMIM7_HUMAN,Plasma memb.,Out,54- 73 ( 52- 74),32.1,5,-12.2,-23.0
2169,Small integral membrane protein 9,Small integral membrane protein 9,SMIM9_HUMAN,Plasma memb.,Out,70- 92 ( 69- 93),34.1,16,-15.6,-26.8
2171,Small integral membrane protein 13,Small integral membrane protein 13,SIM13_HUMAN,Membrane,Und,9- 32 ( 6- 34),32.0,30,-21.2,-33.3
2173,Small integral membrane protein 15,Small integral membrane protein 15,SIM15_HUMAN,Membrane,Und,20- 41 ( 19- 50),30.0,24,-15.7,-26.6
2174,Small integral membrane protein 16,Putative transmembrane protein encoded b...,SIM16_HUMAN,Membrane,Und,48- 68 ( 47- 71),29.6,36,-7.9,-18.9
2176,DUF4514,Transmembrane protein 273,TM273_HUMAN,Plasma memb.,Out,34- 57 ( 30- 61),34.0,14,-8.9,-17.7
2177,Uncharacterised protein family UPF0239,Protein MANBAL,MANBL_HUMAN,Mito. memb.,Und,22- 44 ( 17- 47),29.5,35,-15.0,-25.4
2178,Small integral membrane protein 19,Small integral membrane protein 19,SMI19_HUMAN,Membrane,Und,16- 35 ( 12- 39),29.9,10,-11.1,-20.9
2180,Various small human proteins,Putative uncharacterized protein encoded...,NC301_HUMAN,Membrane,Und,28- 47 ( 27- 48),30.0,3,-12.6,-20.4
2182,Various small human proteins,Serine-rich and transmembrane domain-con...,SRTM1_HUMAN,Plasma memb.,Und,43- 66 ( 40- 73),33.2,25,-24.4,-29.7
2183,Various small human proteins,Small integral membrane protein 12,SIM12_HUMAN,Membrane,Und,15-32(14-38),28.9,14,-1.6,-17.8
2184,Various small human proteins,Small integral membrane protein 20,SIM20_HUMAN,Mito. inner memb.,Und,106- 123 ( 99- 124),29.5,18,-12.8,-20.2
2185,Various small human proteins,Small integral membrane protein 21,SMI21_HUMAN,Membrane,Und,49- 66 ( 46- 69),28.8,9,-12.8,-22.0
2186,Various small human proteins,Small integral membrane protein 23,SIM23_HUMAN,Plasma memb.,In,33- 53 ( 31- 54),32.4,1,-8.5,-14.7
2187,Various small human proteins,Small integral membrane protein 29,SIM29_HUMAN,Membrane,Und,23-40(22-46),30.9,10,-16.1,-25.6
2189,Various small human proteins,Small integral membrane protein 40,SIM40_HUMAN,Membrane,Und,32-54(30-55),30.0,18,-21.2,-29.5
2190,Various small human proteins,Small integral membrane protein 43,SIM43_HUMAN,Membrane,Und,36-34(5-36),31.8,28,-32.2,-37.4
2192,Short transmembrane mitochondrial protei...,Short transmembrane mitochondrial protei...,STMP1_HUMAN,Mito. outer memb.,Und,3-14(2-20),24.3,27,-6.4,-16.4
2193,DUF4501,Uncharacterized protein C1orf159,CA159_HUMAN,Membrane,Out,149- 168 ( 145- 172),30.6,5,-10.5,-25.6
2194,Protein of unknown function DUF2152,Uncharacterized protein KIAA2013,K2013_HUMAN,Plasma memb.,Out,592- 612 ( 591- 615),33.3,25,-12.2,-25.9
2195,Uncharacterised protein family UPF0258,Major intrinsically disordered Notch2-bi...,MNAR1_HUMAN,Plasma memb.,Out,889- 912 ( 876- 915),33.9,25,-11.3,-22.5
2198,Protein of unknown function DUF1075,Protein FAM162A,F162A_HUMAN,Mito. outer memb.,Und,100- 122 ( 93- 127),30.5,25,-20.2,-25.5
2199,Protein of unknown function DUF1075,Protein FAM162B,F162B_HUMAN,Membrane,Und,110- 128 ( 108- 133),29.4,11,-13.0,-19.9
2200,UPF0443 family,Single-pass membrane and coiled-coil dom...,SMCO4_HUMAN,Nucleus memb.,Und,30- 52 ( 23- 54),31.1,23,-17.4,-30.9
2201,UPF0577 family,Endosome/lysosome-associated apoptosis a...,ELAP1_HUMAN,Plasma memb.,Out,908- 930 ( 905- 933),33.5,16,-9.2,-19.3
2202,UPF0577 family,Endosome/lysosome-associated apoptosis a...,ELAP2_HUMAN,Plasma memb.,Out,927- 949 ( 924- 952),33.4,17,-13.7,-24.5
2203,UPF0606 family,UPF0606 protein KIAA1549L,K154L_HUMAN,Plasma memb.,Out,1180-1203 (1178-1208),34.4,20,-19.0,-29.8
2204,UPF0674 family,PAT complex subunit CCDC47,CCD47_HUMAN,Membrane,Und,135- 154 ( 132- 159),29.9,8,-10.1,-14.9
2206,FAM69 family,Divergent protein kinase domain 1B,DIK1B_HUMAN,ER memb.,In,30- 47 ( 27- 57),29.9,5,-7.8,-20.2
2207,FAM69 family,Divergent protein kinase domain 1C,DIK1C_HUMAN,ER memb.,In,24- 43 ( 23- 45),29.8,6,-8.9,-18.8
2208,FAM73 family,Mitoguardin 1,MIGA1_HUMAN,Membrane,Und,73- 92 ( 70- 96),29.6,16,-12.8,-22.1
2210,FAM74 family,Protein FAM74A7,F74A7_HUMAN,Membrane,Und,119- 137 ( 113- 140),29.9,9,-14.1,-19.6
2211,FAM74 family,Putative protein FAM74A3,F74A3_HUMAN,Membrane,Und,119- 137 ( 113- 140),29.9,9,-14.1,-19.6
2212,FAM75 family,Protein FAM205A,F205A_HUMAN,Nucleus memb.,Und,15- 33 ( 13- 37),28.9,18,-9.4,-17.6
2213,FAM75 family,Protein FAM205C,F205C_HUMAN,Membrane,Und,14- 33 ( 13- 36),28.8,12,-5.9,-14.6
2216,FAM75 family,Spermatogenesis-associated protein 31A1,S31A1_HUMAN,Membrane,Und,26- 47 ( 23- 49),30.9,21,-19.7,-32.2
2217,FAM75 family,Spermatogenesis-associated protein 31A3,S31A3_HUMAN,Membrane,Und,26- 47 ( 23- 49),30.9,21,-19.7,-32.2
2218,FAM75 family,Spermatogenesis-associated protein 31A5,S31A5_HUMAN,Membrane,Und,26- 47 ( 23- 49),30.9,21,-19.7,-32.2
2219,FAM75 family,Spermatogenesis-associated protein 31A6,S31A6_HUMAN,Membrane,Und,26- 47 ( 23- 48),31.0,23,-19.9,-31.6
2220,FAM75 family,Spermatogenesis-associated protein 31A7,S31A7_HUMAN,Membrane,Und,26- 47 ( 23- 49),30.9,21,-19.7,-32.2
2221,FAM75 family,Spermatogenesis-associated protein 31D1,S31D1_HUMAN,Membrane,Und,30- 49 ( 27- 51),29.7,21,-12.8,-23.6
2223,FAM75 family,Spermatogenesis-associated protein 31D4,S31D4_HUMAN,Membrane,Und,28- 49 ( 25- 51),28.8,25,-12.7,-24.0
2224,FAM75 family,Spermatogenesis-associated protein 31E1,S31E1_HUMAN,Membrane,Und,66- 85 ( 63- 88),29.9,11,-16.7,-26.2
2225,FAM151 family,Protein FAM151A,F151A_HUMAN,Vesicle memb.,Und,13- 35 ( 6- 37),31.1,24,-14.2,-25.5
2228,FAM171 family,Protein FAM171A2,F1712_HUMAN,Plasma memb.,Out,316- 337 ( 310- 342),33.4,21,-29.4,-34.5
2229,FAM171 family,Protein FAM171B,F171B_HUMAN,Plasma memb.,Out,352- 378 ( 345- 382),35.3,30,-14.9,-27.9
2230,FAM173 family,Adenine nucleotide translocase lysine N-...,ANKMT_HUMAN,Mito. inner memb.,In,21- 42 ( 19- 43),28.5,35,-6.3,-13.6
2232,FAM174 family,Membrane protein FAM174A,F174A_HUMAN,Plasma memb.,Out,121- 143 ( 118- 148),33.5,19,-15.8,-27.0
2233,FAM174 family,Membrane protein FAM174B,F174B_HUMAN,Plasma memb.,Out,89- 111 ( 87- 115),34.3,21,-20.4,-30.5
2234,FAM174 family,Protein FAM174C,F174C_HUMAN,Plasma memb.,Out,70- 92 ( 68- 96),33.5,24,-15.1,-26.7
2235,CD20-like family,Protein FAM189A2,F1892_HUMAN,Membrane,Out,80- 109 ( 77- 110),31.0,40,-9.8,-19.5
2236,FAM198 family,Golgi-associated kinase 1B,GAK1B_HUMAN,Golgi memb.,In,35- 53 ( 32- 57),29.9,5,-2.5,-12.6
2237,FAM209,Protein FAM209A,F209A_HUMAN,Vesicle memb.,Out,57- 75 ( 55- 83),29.1,2,-9.0,-20.8
2238,FAM209,Protein FAM209B,F209B_HUMAN,Plasma memb.,Out,56- 75 ( 55- 83),32.2,6,-6.0,-18.4
2239,TMEM98 family,Transmembrane protein 98,TMM98_HUMAN,ER memb.,Out,5- 26 ( 3- 31),30.9,20,-14.7,-24.6
2240,TMEM130 family,Transmembrane protein 130,TM130_HUMAN,Golgi memb.,Out,345- 362 ( 344- 366),29.9,4,-14.8,-23.9
2241,Transmembrane protein 190,Transmembrane protein 190,TM190_HUMAN,Membrane,Out,82- 103 ( 72- 106),30.9,25,-9.8,-19.5
2242,Transmembrane protein 154,Transmembrane protein 154,TM154_HUMAN,Plasma memb.,Out,74- 99 ( 70- 104),34.3,25,-27.6,-36.2
2243,TMEM191 family,Transmembrane protein 191B,T191B_HUMAN,Membrane,Und,283-305(282-306),31.0,25,-16.0,-28.7
2245,TMEM213,Transmembrane protein 213,TM213_HUMAN,Plasma memb.,Out,71- 93 ( 68- 96),32.3,14,-10.5,-17.5
2246,Various TMEM families,Sperm-egg fusion protein TMEM95,TMM95_HUMAN,Plasma memb.,Out,143- 164 ( 141- 168),33.3,4,-17.7,-26.5
2247,Various TMEM families,Transmembrane protein 108,TM108_HUMAN,Plasma memb.,Out,468- 490 ( 467- 496),34.4,6,-6.9,-17.9
2248,Various TMEM families,Transmembrane protein 119,TM119_HUMAN,ER memb.,Out,92- 117 ( 87- 124),31.1,35,-14.2,-25.1
2249,Various TMEM families,Transmembrane protein 207,TM207_HUMAN,Membrane,Out,51- 74 ( 48- 75),32.0,27,-19.5,-26.6
2250,Various TMEM families,Transmembrane protein 210,TM210_HUMAN,Plasma memb.,Out,44- 70 ( 39- 74),34.3,35,-13.3,-22.2
2251,Various TMEM families,Transmembrane protein 52,TMM52_HUMAN,Membrane,Und,54- 71 ( 52- 74),29.4,2,-15.9,-24.5
2252,Various TMEM families,Transmembrane protein 52B,TM52B_HUMAN,Vesicle memb.,Out,40- 60 ( 37- 63),30.0,11,-16.6,-23.4
2253,Various TMEM families,Transmembrane protein 89,TMM89_HUMAN,Nucleus memb.,Und,69- 84 ( 68- 90),30.0,4,-13.3,-18.8
2254,Various TMEM families,Transmembrane protein C16orf54,CP054_HUMAN,Membrane,Und,32- 51 ( 31- 54),30.6,11,-20.1,-28.7
2255,Various TMEM families,Transmembrane protein C1orf162,CA162_HUMAN,Membrane,Und,42- 64 ( 41- 71),30.8,31,-22.3,-29.4
2256,DUF4723,Uncharacterized protein C9orf57,CI057_HUMAN,Membrane,Und,29-48(27-52),30.0,21,-7.5,-19.4
2257,KIAA0040-like,Uncharacterized protein KIAA0040,K0040_HUMAN,Membrane,Out,26-45(23-46),31.0,15,-14.2,-25.7
2258,Characterized unclassified proteins,CMT1A duplicated region transcript 15 pr...,CD15L_HUMAN,Membrane,Und,207- 232 ( 206- 238),30.6,31,-15.8,-26.6
2259,Characterized unclassified proteins,Colorectal cancer-associated protein 1,COLC1_HUMAN,Membrane,Und,78- 98 ( 74- 101),29.9,20,-6.3,-18.8
2260,Characterized unclassified proteins,Gilles de la Tourette syndrome chromosom...,GTSC1_HUMAN,Membrane,Und,75- 94 ( 72- 97),28.9,14,-7.4,-19.8
2261,Characterized unclassified proteins,Glycoprotein integral membrane protein 1,GINM1_HUMAN,Plasma memb.,Out,262- 285 ( 261- 286),33.1,37,-15.3,-26.8
2262,Characterized unclassified proteins,Keratinocyte-associated transmembrane pr...,KCT2_HUMAN,Plasma memb.,Out,197- 217 ( 194- 221),33.4,4,-17.1,-25.6
2264,Characterized unclassified proteins,Leucine-rich single-pass membrane protei...,LSME2_HUMAN,Mito. outer memb.,Und,98- 121 ( 97- 125),29.5,32,-28.4,-32.3
2265,Characterized unclassified proteins,Mast cell-expressed membrane protein 1,MCEM1_HUMAN,Plasma memb.,In,80- 105 ( 76- 114),34.4,24,-19.9,-29.6
2269,Characterized unclassified proteins,Protein HIDE1,HIDE1_HUMAN,Plasma memb.,Out,118- 143 ( 115- 148),34.4,30,-18.9,-28.9
2270,Characterized unclassified proteins,Putative microRNA 17 host gene protein,MIRH1_HUMAN,Membrane,In,24- 42 ( 23- 43),29.9,10,-6.7,-16.6
2271,Characterized unclassified proteins,Putative transcript Y 13 protein,TTY13_HUMAN,Membrane,Und,21- 40 ( 20- 41),29.8,3,-12.0,-20.5
2272,Characterized unclassified proteins,Serine-rich single-pass membrane protein...,SSMM1_HUMAN,Membrane,Und,37- 57 ( 33- 58),30.9,11,-15.7,-26.1
2273,Characterized unclassified proteins,Testis-expressed protein 29,TEX29_HUMAN,Membrane,Out,59- 81 ( 58- 88),29.9,30,-17.5,-26.6
2274,Characterized unclassified proteins,Testis-expressed protein 38,TEX38_HUMAN,Membrane,Und,15- 35 ( 13- 40),31.0,26,-7.4,-18.9
2276,Characterized unclassified proteins,Transmembrane inner ear expressed protei...,TMIE_HUMAN,Plasma memb.,Out,53- 77 ( 50- 79),33.4,21,-10.2,-25.4
2277,Characterized unclassified proteins,Tumor protein p53-inducible protein 13,P5I13_HUMAN,Plasma memb.,Out,310- 332 ( 307- 335),33.5,8,-18.5,-25.4
2278,Characterized unclassified proteins,Voltage-dependent calcium channel beta s...,CBARP_HUMAN,Membrane,Out,41- 62 ( 37- 66),30.7,25,-12.8,-24.1
2280,Characterized unclassified proteins,Zinc finger and BTB domain-containing pr...,ZBT8B_HUMAN,Membrane,Und,130- 150 ( 127- 153),30.6,14,-9.7,-11.3
2281,"Uncharacterized, unclassified proteins",Armadillo-like helical domain-containing...,ARMD4_HUMAN,Plasma memb.,Out,715- 737 ( 710- 742),33.3,19,-9.7,-23.8
2282,"Uncharacterized, unclassified proteins",Fertilization-influencing membrane prote...,FIMP_HUMAN,Membrane,Und,103- 123 ( 99- 125),30.6,21,-18.9,-31.4
2284,"Uncharacterized, unclassified proteins",Protein FAM241B,F241B_HUMAN,Membrane,In,90- 110 ( 87- 120),31.0,27,-15.4,-25.4
2285,"Uncharacterized, unclassified proteins",Protein SNORC,SNORC_HUMAN,Membrane,Und,93- 117 ( 92- 118),31.0,35,-17.0,-24.7
2286,"Uncharacterized, unclassified proteins",Putative transmembrane protein ENSP00000...,YO011_HUMAN,Membrane,In,9- 28 ( 5- 29),29.9,6,-11.2,-22.0
2287,"Uncharacterized, unclassified proteins",Putative transmembrane protein FLJ36131,YO010_HUMAN,Membrane,In,9- 28 ( 5- 29),29.9,6,-11.2,-22.0
